Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,1402,Sales,28,4,Computer Science,1,1554,2,Female,98,2,1,Junior Developer,3,Married,47110,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2
32,No,Travel_Rarely,824,Research & Development,5,2,Computer Science,1,1555,4,Female,67,2,2,Data Scientist,2,Married,128405,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
36,No,Travel_Rarely,1157,Sales,2,4,Computer Science,1,1556,3,Male,70,3,1,Junior Developer,4,Single,34836,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
48,No,Travel_Rarely,492,Sales,16,4,Computer Science,1,1557,3,Female,96,3,2,Software Engineer,3,Divorced,74160,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7
29,No,Travel_Rarely,598,Research & Development,9,3,Computer Science,1,1558,3,Male,91,4,1,Data Scientist,3,Married,182629,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
33,No,Travel_Rarely,1242,Sales,8,4,Computer Science,1,1560,1,Male,46,3,2,Software Engineer,1,Married,85609,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
30,Yes,Travel_Rarely,740,Sales,1,3,Computer Science,1,1562,2,Male,64,2,2,Software Engineer,1,Married,89742,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
38,No,Travel_Frequently,888,Human Resources,10,4,Business Administration,1,1563,3,Male,71,3,2,HR Manager,3,Married,66819,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
35,No,Travel_Rarely,992,Research & Development,1,3,Information Technology,1,1564,4,Male,68,2,1,QA Engineer,1,Single,43700,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2
30,No,Travel_Rarely,1288,Sales,29,4,Mechanical,1,1568,3,Male,33,3,3,Software Engineer,2,Married,59872,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,104,Research & Development,2,3,Computer Science,1,1569,1,Female,69,3,1,QA Engineer,1,Divorced,73123,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,607,Research & Development,2,5,Mechanical,1,1572,3,Female,78,2,3,DevOps Engineer,4,Married,126864,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,903,Research & Development,2,3,Information Technology,1,1573,3,Male,81,3,2,DevOps Engineer,2,Married,79103,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4
32,No,Non-Travel,1200,Research & Development,1,4,Mechanical,1,1574,4,Male,62,3,2,Data Scientist,1,Married,162234,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
48,No,Travel_Rarely,1108,Research & Development,15,4,Civil,1,1576,3,Female,65,3,1,Data Scientist,1,Married,101950,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
34,No,Travel_Rarely,479,Research & Development,7,4,Information Technology,1,1577,1,Male,35,3,1,Data Scientist,4,Single,152305,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
55,No,Travel_Rarely,685,Sales,26,5,Electronics,1,1578,3,Male,60,2,5,Engineering Manager,4,Married,295979,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13
34,No,Travel_Rarely,1351,Research & Development,1,4,Computer Science,1,1580,2,Male,45,3,2,Data Scientist,4,Married,193687,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
26,No,Travel_Rarely,474,Research & Development,3,3,Computer Science,1,1581,1,Female,89,3,1,Data Scientist,4,Married,181000,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
38,No,Travel_Rarely,1245,Sales,14,3,Computer Science,1,1582,3,Male,80,3,2,Software Engineer,2,Married,54558,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
38,No,Travel_Rarely,437,Sales,16,3,Computer Science,1,1583,2,Female,90,3,2,Software Engineer,2,Single,52794,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
36,No,Travel_Rarely,884,Sales,1,4,Computer Science,1,1585,2,Female,73,3,2,Software Engineer,3,Single,88400,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1,Information Technology,1,1586,2,Male,87,3,1,QA Engineer,1,Single,44992,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
35,No,Travel_Rarely,670,Research & Development,10,4,Information Technology,1,1587,1,Female,51,3,2,Support Engineer,3,Single,32119,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
39,No,Travel_Rarely,1462,Sales,6,3,Information Technology,1,1588,4,Male,38,4,3,Software Engineer,3,Married,97129,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
29,No,Travel_Frequently,995,Research & Development,2,1,Computer Science,1,1590,1,Male,87,3,2,Support Engineer,4,Divorced,38673,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
50,No,Travel_Rarely,264,Sales,9,3,Electronics,1,1591,3,Male,59,3,5,Engineering Manager,3,Married,205592,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
23,No,Travel_Rarely,977,Research & Development,10,3,Mechanical,1,1592,4,Male,45,4,1,Data Scientist,3,Married,148970,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
36,No,Travel_Frequently,1302,Research & Development,6,4,Computer Science,1,1594,1,Male,80,4,2,QA Engineer,1,Married,65417,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
42,No,Travel_Rarely,1059,Research & Development,9,2,Civil,1,1595,4,Male,93,2,5,Engineering Manager,4,Single,274584,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
35,No,Travel_Rarely,750,Research & Development,28,3,Computer Science,1,1596,2,Male,46,4,2,QA Engineer,3,Married,71816,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
34,No,Travel_Frequently,653,Research & Development,10,4,Mechanical,1,1597,4,Male,92,2,2,Support Engineer,3,Married,54360,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
40,No,Travel_Rarely,118,Sales,14,2,Computer Science,1,1598,4,Female,84,3,2,Software Engineer,1,Married,60264,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
43,No,Travel_Rarely,990,Research & Development,27,3,Mechanical,1,1599,4,Male,87,4,1,QA Engineer,2,Divorced,77249,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
35,No,Travel_Rarely,1349,Research & Development,7,2,Computer Science,1,1601,3,Male,63,2,1,QA Engineer,4,Married,60453,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
46,No,Travel_Rarely,563,Sales,1,4,Computer Science,1,1602,4,Male,56,4,4,Engineering Manager,1,Single,174142,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,329,Research & Development,24,3,Information Technology,1,1604,3,Male,51,3,1,QA Engineer,2,Married,42008,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
22,No,Non-Travel,457,Research & Development,26,2,Civil,1,1605,2,Female,85,2,1,Data Scientist,3,Married,148814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
50,No,Travel_Frequently,1234,Research & Development,20,5,Information Technology,1,1606,2,Male,41,3,4,Support Engineer,3,Married,44593,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
32,No,Travel_Rarely,634,Research & Development,5,4,Civil,1,1607,2,Female,35,4,1,Data Scientist,4,Married,101528,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
44,No,Travel_Rarely,1313,Research & Development,7,3,Information Technology,1,1608,2,Female,31,3,5,Tech Lead,4,Divorced,156514,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
30,No,Travel_Rarely,241,Research & Development,7,3,Information Technology,1,1609,2,Male,48,2,1,Data Scientist,2,Married,142731,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
45,No,Travel_Rarely,1015,Research & Development,5,5,Information Technology,1,1611,3,Female,50,1,2,QA Engineer,1,Single,53629,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
45,No,Non-Travel,336,Sales,26,3,Electronics,1,1612,1,Male,52,2,2,Software Engineer,1,Married,56446,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
31,No,Travel_Frequently,715,Sales,2,4,Civil,1,1613,4,Male,54,3,2,Software Engineer,1,Single,91706,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
36,No,Travel_Rarely,559,Research & Development,12,4,Computer Science,1,1614,3,Female,76,3,2,DevOps Engineer,3,Married,81113,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
34,No,Travel_Frequently,426,Research & Development,10,4,Computer Science,1,1615,3,Male,42,4,2,DevOps Engineer,4,Divorced,101996,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
49,No,Travel_Rarely,722,Research & Development,25,4,Computer Science,1,1617,3,Female,84,3,1,QA Engineer,1,Married,60639,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
39,No,Travel_Rarely,1387,Research & Development,10,5,Information Technology,1,1618,2,Male,76,3,2,DevOps Engineer,1,Married,81727,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Civil,1,1619,4,Male,67,2,1,QA Engineer,1,Divorced,77384,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
35,No,Travel_Rarely,819,Research & Development,18,5,Computer Science,1,1621,2,Male,48,4,2,Data Scientist,1,Married,84429,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
28,No,Travel_Rarely,580,Research & Development,27,3,Information Technology,1,1622,2,Female,39,1,2,DevOps Engineer,1,Divorced,88488,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
21,No,Travel_Rarely,546,Research & Development,5,1,Information Technology,1,1623,3,Male,97,3,1,Data Scientist,4,Single,83053,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,544,Sales,3,2,Information Technology,1,1624,2,Female,70,3,1,Junior Developer,4,Single,35940,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Computer Science,1,1625,4,Female,98,3,5,Engineering Manager,3,Married,272497,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,3,2,Information Technology,1,1627,3,Male,76,2,2,QA Engineer,3,Divorced,63294,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,15,3,Computer Science,1,1628,1,Female,80,2,3,DevOps Engineer,3,Married,130129,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,4,Computer Science,1,1630,3,Female,52,3,2,Support Engineer,3,Married,36372,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,3,Computer Science,1,1631,3,Male,85,3,2,DevOps Engineer,3,Married,129656,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,3,Information Technology,1,1633,1,Female,81,3,2,DevOps Engineer,3,Single,131818,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,2,Civil,1,1635,4,Female,59,2,2,DevOps Engineer,4,Divorced,92133,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,2,Information Technology,1,1638,4,Female,54,2,3,DevOps Engineer,3,Married,79539,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,3,Information Technology,1,1639,4,Male,55,2,3,Software Engineer,1,Married,96645,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Information Technology,1,1640,2,Female,71,3,1,Data Scientist,2,Married,160106,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,16,3,Computer Science,1,1641,3,Female,84,3,3,DevOps Engineer,4,Single,83891,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,5,Business Administration,1,1642,1,Male,37,3,2,HR Manager,4,Married,112545,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,5,Information Technology,1,1644,3,Male,89,2,4,Engineering Manager,4,Married,241087,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,2,Information Technology,1,1645,1,Male,59,1,2,Software Engineer,4,Divorced,55303,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Mechanical,1,1646,1,Female,32,3,1,Data Scientist,4,Single,178849,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,3,Information Technology,1,1647,2,Female,86,4,1,Data Scientist,3,Married,183071,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,3,Information Technology,1,1648,4,Male,87,3,1,Data Scientist,4,Single,105901,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Computer Science,1,1649,1,Male,73,3,1,QA Engineer,1,Single,78566,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,3,Information Technology,1,1650,3,Male,42,2,2,Software Engineer,3,Single,69309,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,4,Computer Science,1,1651,2,Female,42,3,3,Support Engineer,1,Married,32787,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,1,Computer Science,1,1653,4,Male,77,4,2,DevOps Engineer,3,Divorced,128925,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,3,Information Technology,1,1654,4,Male,66,3,2,DevOps Engineer,2,Married,112598,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,4,Civil,1,1655,1,Female,72,3,4,Tech Lead,2,Married,207259,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,5,Computer Science,1,1656,4,Female,50,2,3,Tech Lead,1,Divorced,244771,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,3,Information Technology,1,1657,3,Female,31,3,1,Junior Developer,3,Single,46436,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Computer Science,1,1658,4,Female,66,3,2,Data Scientist,2,Divorced,85931,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,3,Computer Science,1,1659,1,Male,77,3,1,QA Engineer,2,Single,50309,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,1,Computer Science,1,1661,3,Female,41,2,4,Support Engineer,3,Married,31495,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,4,Information Technology,1,1662,4,Female,33,2,2,DevOps Engineer,3,Married,124147,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,2,Computer Science,1,1664,4,Male,79,4,2,Support Engineer,1,Divorced,36626,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,5,Information Technology,1,1665,2,Female,91,3,4,Engineering Manager,3,Married,153219,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,2,Computer Science,1,1666,3,Male,65,2,4,Tech Lead,3,Married,220670,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,4,Civil,1,1667,4,Male,36,3,2,Software Engineer,4,Single,54744,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,3,Computer Science,1,1668,4,Male,90,3,2,Data Scientist,4,Married,81955,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,3,Information Technology,1,1669,1,Male,43,2,2,Software Engineer,2,Divorced,80176,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,4,Information Technology,1,1670,4,Male,93,3,2,Software Engineer,4,Divorced,82237,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,3,Information Technology,1,1671,4,Male,45,3,2,Data Scientist,2,Divorced,177767,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,4,Computer Science,1,1673,1,Female,67,3,2,Software Engineer,4,Married,67169,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,3,Information Technology,1,1674,4,Female,74,3,1,QA Engineer,1,Divorced,42819,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Information Technology,1,1675,4,Female,42,2,1,QA Engineer,2,Single,67985,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,4,Computer Science,1,1676,2,Female,47,4,4,Engineering Manager,2,Divorced,246894,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,3,Computer Science,1,1677,3,Male,36,3,4,Engineering Manager,3,Single,194833,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,2,Computer Science,1,1678,4,Male,80,3,3,Software Engineer,3,Single,69751,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,1,Computer Science,1,1680,4,Male,54,3,1,Junior Developer,1,Single,45903,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
33,No,Non-Travel,530,Sales,16,3,Computer Science,1,1681,3,Female,36,3,2,Software Engineer,4,Divorced,79180,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,4,Computer Science,1,1682,1,Male,80,3,2,Support Engineer,3,Married,33844,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,3,Computer Science,1,1683,3,Female,44,3,1,HR Manager,4,Divorced,61672,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Information Technology,1,1684,4,Male,93,2,1,QA Engineer,3,Single,58171,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Information Technology,1,1687,4,Female,87,3,1,QA Engineer,3,Married,72834,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Information Technology,1,1689,2,Male,48,4,3,Support Engineer,4,Married,36638,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,2,Information Technology,1,1691,4,Female,95,3,1,Junior Developer,3,Married,40912,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Computer Science,1,1692,4,Male,95,3,1,QA Engineer,2,Single,44277,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,3,Information Technology,1,1693,4,Male,76,3,1,QA Engineer,4,Single,59600,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Mechanical,1,1694,1,Male,94,2,1,Data Scientist,2,Divorced,149541,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Information Technology,1,1696,2,Male,57,2,2,QA Engineer,4,Married,48440,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,4,Information Technology,1,1697,3,Male,92,1,3,Support Engineer,4,Divorced,31189,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,3,Information Technology,1,1698,2,Male,79,4,1,QA Engineer,2,Married,75863,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,4,Information Technology,1,1700,3,Male,31,1,2,Software Engineer,4,Divorced,52055,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,3,Computer Science,1,1701,2,Female,35,2,1,Data Scientist,4,Married,150189,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,3,Computer Science,1,1702,3,Male,99,3,1,Junior Developer,4,Divorced,32464,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,3,Computer Science,1,1703,3,Female,96,4,3,Support Engineer,4,Married,57582,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,4,Information Technology,1,1704,1,Male,79,2,1,Data Scientist,4,Single,176799,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,3,Information Technology,1,1706,4,Male,73,3,2,Software Engineer,4,Married,76694,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,3,Information Technology,1,1707,3,Male,62,4,1,Data Scientist,3,Married,92993,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,3,Electronics,1,1708,4,Male,35,3,3,Software Engineer,3,Single,86236,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,4,Information Technology,1,1709,4,Female,43,3,1,QA Engineer,3,Married,69786,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,4,Computer Science,1,1710,3,Female,51,3,2,Junior Developer,4,Single,30939,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,1,Computer Science,1,1712,3,Male,74,2,3,Support Engineer,3,Married,42391,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,1,Business Administration,1,1714,4,Male,58,1,1,HR Manager,3,Married,79767,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Computer Science,1,1716,3,Male,82,1,4,Software Engineer,3,Married,90105,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,4,Information Technology,1,1718,4,Male,62,1,1,QA Engineer,3,Married,61205,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,2,Mechanical,1,1719,4,Female,48,2,4,Tech Lead,2,Single,225083,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,3,Computer Science,1,1720,1,Male,56,3,1,Data Scientist,3,Married,105051,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,4,Computer Science,1,1721,2,Male,69,3,1,QA Engineer,3,Married,79719,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,3,Business Administration,1,1722,3,Male,60,1,2,HR Manager,2,Married,65282,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,2,Computer Science,1,1724,2,Female,92,3,2,DevOps Engineer,1,Married,118629,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,1,Information Technology,1,1725,2,Male,91,3,1,QA Engineer,1,Divorced,61295,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,4,Computer Science,1,1727,3,Male,34,3,2,Support Engineer,2,Single,53028,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,4,Computer Science,1,1728,4,Male,49,3,2,DevOps Engineer,3,Married,111689,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,1,Computer Science,1,1729,2,Male,33,3,1,Data Scientist,4,Married,113503,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
47,No,Non-Travel,543,Sales,2,4,Electronics,1,1731,3,Male,87,3,2,Software Engineer,2,Married,97485,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,3,Computer Science,1,1732,3,Male,74,3,3,Software Engineer,4,Divorced,93457,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,5,Electronics,1,1733,2,Male,96,2,2,Software Engineer,1,Divorced,75290,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,2,Computer Science,1,1734,1,Male,34,1,2,Software Engineer,2,Single,92263,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,1,Information Technology,1,1735,3,Female,51,3,1,QA Engineer,2,Single,44767,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,1,Mechanical,1,1736,4,Female,30,3,2,DevOps Engineer,4,Single,112322,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,3,Computer Science,1,1737,4,Male,77,3,2,QA Engineer,4,Married,62601,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
